326,157,45,67
325,157,45,67
323,156,45,67
320,155,45,67
324,157,45,67
306,155,45,67
301,154,45,67
298,154,45,67
292,154,45,67
284,153,45,67
279,152,45,67
276,152,45,67
271,151,45,67
320,146,45,67
314,144,45,67
262,140,45,67
246,144,45,67
240,143,45,67
234,141,45,67
229,139,45,67
224,137,45,67
274,133,45,67
268,130,45,67
262,128,45,67
256,126,45,67
250,123,45,67
244,121,45,67
238,119,45,67
226,114,45,67
220,112,45,67
216,111,45,67
210,109,45,67
201,106,45,67
195,104,45,67
192,103,45,67
185,101,45,67
175,98,45,67
168,96,45,67
165,95,45,67
155,92,45,67
148,90,45,67
140,88,45,67
132,85,45,67
124,83,45,67
116,81,45,67
108,79,45,67
100,77,45,67
92,75,45,67
84,73,45,67
76,71,45,67
68,69,45,67
69,66,45,67
46,62,45,67
42,61,45,67
50,61,45,67
22,55,45,67
14,53,45,67
24,56,45,67
16,54,45,67
4,48,45,67
6,147,45,67
0,218,45,67
73,250,45,67
14,292,45,67
4,288,45,67
28,256,45,67
73,263,45,67
59,259,45,67
54,258,45,67
37,253,45,67
29,251,45,67
18,248,45,67
8,245,45,67
2,243,45,67
0,238,45,67
0,233,45,67
0,233,45,67
17,239,45,67
12,238,45,67
7,237,45,67
7,237,45,67
8,238,45,67
8,239,45,67
7,239,45,67
6,239,45,67
5,239,45,67
4,239,45,67
3,239,45,67
4,240,45,67
6,241,45,67
5,241,45,67
7,242,45,67
6,243,45,67
6,243,45,67
7,243,45,67
6,241,45,67
8,243,45,67
7,243,45,67
6,243,45,67
6,243,45,67
5,243,45,67
6,244,45,67
5,244,45,67
4,244,45,67
7,245,45,67
3,245,45,67
3,246,45,67
2,246,45,67
2,247,45,67
3,249,45,67
3,250,45,67
4,251,45,67
3,251,45,67
3,252,45,67
6,253,45,67
8,254,45,67
4,253,45,67
9,257,45,67
7,257,45,67
13,259,45,67
12,259,45,67
3,257,45,67
6,260,45,67
6,261,45,67
6,256,45,67
12,264,45,67
7,265,45,67
8,266,45,67
9,264,45,67
12,278,45,67
7,266,45,67
18,270,45,67
21,271,45,67
21,272,45,67
15,271,45,67
7,270,45,67
11,272,45,67
8,272,45,67
16,275,45,67
8,274,45,67
31,281,45,67
7,276,45,67
4,276,45,67
28,283,45,67
32,285,45,67
16,283,45,67
22,285,45,67
17,284,45,67
12,283,45,67
12,283,45,67
11,282,45,67
46,290,45,67
25,285,45,67
24,285,45,67
16,283,45,67
47,290,45,67
22,286,45,67
6,283,45,67
6,283,45,67
10,291,45,67
45,293,45,67
40,293,45,67
26,291,45,67
21,291,45,67
26,292,45,67
20,291,45,67
6,288,45,67
23,291,45,67
39,293,45,67
44,293,45,67
35,291,45,67
51,293,45,67
40,290,45,67
46,290,45,67
36,288,45,67
74,293,45,67
45,286,45,67
75,290,45,67
78,290,45,67
48,284,45,67
75,289,45,67
78,290,45,67
76,291,45,67
38,287,45,67
38,288,45,67
11,287,45,67
6,288,45,67
16,291,45,67
9,292,45,67
9,292,45,67
0,293,45,67
0,293,45,67
6,293,45,67
98,289,45,67
6,293,45,67
97,291,45,67
5,292,45,67
96,292,45,67
4,293,45,67
95,292,45,67
3,293,45,67
94,291,45,67
2,293,45,67
93,290,45,67
1,291,45,67
94,283,45,67
2,280,45,67
89,293,45,67
0,293,45,67
0,293,45,67
91,293,45,67
0,293,45,67
91,293,45,67
0,282,45,67
87,290,45,67
178,288,45,67
86,289,45,67
178,285,45,67
87,290,45,67
179,286,45,67
88,293,45,67
180,290,45,67
270,272,45,67
286,284,45,67
285,284,45,67
285,280,45,67
285,282,45,67
258,293,45,67
170,268,45,67
126,269,45,67
126,269,45,67
125,269,45,67
126,267,45,67
125,273,45,67
124,267,45,67
158,268,45,67
159,269,45,67
131,268,45,67
118,269,45,67
124,273,45,67
124,273,45,67
124,273,45,67
98,267,45,67
133,265,45,67
129,265,45,67
127,266,45,67
114,268,45,67
126,269,45,67
114,267,45,67
114,267,45,67
126,269,45,67
126,283,45,67
125,286,45,67
127,282,45,67
127,281,45,67
128,281,45,67
127,281,45,67
127,282,45,67
126,279,45,67
127,281,45,67
127,282,45,67
127,281,45,67
126,283,45,67
127,281,45,67
127,281,45,67
127,282,45,67
126,285,45,67
114,285,45,67
114,285,45,67
127,282,45,67
127,281,45,67
127,281,45,67
127,281,45,67
128,280,45,67
126,283,45,67
127,282,45,67
128,280,45,67
128,281,45,67
128,281,45,67
128,280,45,67
127,282,45,67
127,282,45,67
127,281,45,67
128,281,45,67
128,280,45,67
128,281,45,67
128,281,45,67
127,282,45,67
127,281,45,67
127,281,45,67
128,281,45,67
127,281,45,67
127,282,45,67
127,281,45,67
126,280,45,67
125,281,45,67
127,282,45,67
126,283,45,67
126,283,45,67
126,283,45,67
126,283,45,67
127,282,45,67
126,280,45,67
127,282,45,67
127,282,45,67
127,282,45,67
126,283,45,67
126,284,45,67
127,281,45,67
127,281,45,67
127,281,45,67
127,282,45,67
127,282,45,67
127,281,45,67
127,281,45,67
127,282,45,67
128,281,45,67
128,281,45,67
128,281,45,67
128,280,45,67
127,281,45,67
126,282,45,67
127,280,45,67
126,283,45,67
127,281,45,67
128,281,45,67
126,279,45,67
128,280,45,67
127,282,45,67
127,282,45,67
127,281,45,67
127,282,45,67
128,281,45,67
127,282,45,67
127,282,45,67
128,281,45,67
127,281,45,67
127,282,45,67
128,281,45,67
128,281,45,67
128,281,45,67
127,281,45,67
128,281,45,67
127,277,45,67
128,280,45,67
127,283,45,67
127,281,45,67
128,281,45,67
128,281,45,67
